OPEID,School Name,Risk Factor,Borrowing Risk,ELIGIND,CERTCD,T & C,Ethnic Class,% Completions Any School,% Completions Same School,% Independent Borrower Count,% Dependent Borrower Count,Median Independent Student AGI,% Independent Borrowers with AGI < $30K,Median Dependent Parent AGI,% Dependent Borrowers with AGI < $30K,% Borrowers with a Pell Grant,% Borrowers without a Pell Grant,Median Age of Dependent Borrowers at Maturity,Median Age of Independent Borrowers at Maturity,Mean Balance,Median Balance,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,Overall Outstanding Principal Balance at Time Entering Repayment (FY 2009),Overall Borrower Count,Overall Outstanding Principal Balance 5 YR Cohort (FY 2014),Overall Outstanding Principal Balance 4 YR Cohort (FY 2013),Overall Outstanding Principal Balance 3 YR Cohort (FY 2012),Overall Outstanding Principal Balance 2 YR Cohort (FY 2011),Overall Outstanding Principal Balance 1 YR Cohort (FY 2010),Overall Repayment Rate 5 YR Cohort (FY 2014),Overall Repayment Rate 4 YR Cohort (FY 2013),Overall Repayment Rate 3 YR Cohort (FY 2012),Overall Repayment Rate 2 YR Cohort (FY 2011),Overall Repayment Rate 1 YR Cohort (FY 2010),% Increased Balance Borrowers 2013-2014,% Increased Balance Borrowers 2012-2013,% Increased Balance Borrowers 2011-2012,% Increased Balance Borrowers 2010-2011,% Increased Balance Borrowers 2009-2010,Defaulted Balance 2013-14,Defaulted Balance 2012-13,Defaulted Balance 2011-12,Defaulted Balance 2010-11,Defaulted Balance 2009-10,In School Military Balance 2013-14,In School Military Balance 2012-13,In School Military Balance 2011-12,In School Military Balance 2010-11,In School Military Balance 2009-10,Death Disability Balance 2013-14,Death Disability Balance 2012-13,Death Disability Balance 2011-12,Death Disability Balance 2010-11,Death Disability Balance 2009-10,% Deferment or Forbearance More than 2 Months 2013-2014,% Deferment or Forbearance More than 2 Months 2012-2013,% Deferment or Forbearance More than 2 Months 2011-2012,% Deferment or Forbearance More than 2 Months 2010-2011,% Deferment or Forbearance More than 2 Months 2009-2010,Overall Borrowers with More than $1 Paid 2013-2014,Overall Median Borrower's Volume Repayment % 2013-2014,Overall Mean Borrower's Volume Repayment % 2013-2014,Overall Dollars Under 14% 2013-2014,Overall Dollars Under 21% 2013-2014
00151400,POLK STATE COLLEGE,0.5625,Moderate Risk,Y,C,Public 4 Yrs or More,5.00,0.49,0.36,0.82,0.18,34388.50,0.45,50805.50,0.00,0.71,0.29,23.00,30.50,14470.42,10674.50,2649.00,4500.00,6544.00,8333.00,10733.00,12919.00,16694.00,18590.00,26575.00,149475.00,960813.53,142.00,706916.46,724588.23,734057.99,791846.44,874770.65,0.26,0.25,0.24,0.18,0.09,0.26,0.30,0.29,0.37,0.36,117310.00,114546.00,81188.00,69181.00,18847.00,99119.42,105923.21,61852.33,47002.01,58440.00,2064.00,9566.00,2545.00,10014.00,0.00,0.00,0.00,0.00,0.00,0.00,96.00,0.16,0.27,97828.61,127598.90
00151500,ROLLINS COLLEGE,0.3125,Less Risk,Y,C,PNP 4 Yrs or More,5.00,0.76,0.65,0.64,0.36,26293.00,0.56,65643.00,0.24,0.40,0.60,23.00,31.00,39481.35,31086.00,6899.00,12667.00,18111.00,22717.00,31114.00,39341.00,48295.00,64558.00,81871.00,205304.00,13423813.48,673.00,11847017.18,12022069.81,12325081.32,12159865.75,12301485.20,0.12,0.10,0.08,0.09,0.08,0.20,0.24,0.39,0.25,0.18,814070.30,898893.30,595541.00,480399.00,188018.00,739099.05,936339.44,1066937.80,1211950.85,1482135.36,31580.00,19658.00,0.00,0.00,0.00,0.13,0.18,0.17,0.19,0.18,390.00,0.02,0.16,2139940.11,2781007.97
00151900,SANTA FE COLLEGE,0.375,Less Risk,Y,C,Public 4 Yrs or More,5.00,0.31,0.21,0.49,0.51,14915.00,0.82,47600.00,0.33,0.76,0.24,22.00,28.00,15238.20,10789.00,2407.00,3542.00,5512.00,7827.00,10797.00,14410.00,18391.00,24796.00,33437.00,161322.00,14559113.90,1884.00,12999588.12,13198644.34,13582820.39,13335743.99,13493357.84,0.11,0.09,0.07,0.08,0.07,0.21,0.24,0.41,0.30,0.32,2545263.02,2644372.51,2591470.29,2210242.00,1413180.00,1357330.11,1498372.71,1717506.78,1545402.81,1535802.69,8891.00,10108.66,9992.00,16049.00,17243.00,0.17,0.22,0.19,0.19,0.16,1008.00,0.00,0.12,2183833.80,2914462.22
00152000,SEMINOLE STATE COLLEGE OF FLORIDA,0.5,Less Risk,Y,C,Public 4 Yrs or More,5.00,0.21,0.07,0.70,0.30,20299.00,0.70,47365.00,0.31,0.76,0.24,22.00,31.00,15889.90,10974.00,2453.00,3737.00,5609.00,8085.00,11018.00,14258.00,19454.00,26350.00,36837.00,144578.00,11086019.86,1504.00,9664298.03,9739594.69,9998718.80,10643160.20,10836444.49,0.13,0.12,0.10,0.04,0.02,0.31,0.34,0.40,0.46,0.58,2019426.80,2059675.93,1855997.31,1611537.00,992812.00,1468642.07,1573542.03,1856878.52,2369054.19,2410304.19,58343.00,31665.00,55018.96,27739.96,45837.00,0.06,0.08,0.09,0.08,0.09,784.00,0.00,0.14,1886858.59,2397306.90
00152100,SOUTHEASTERN UNIVERSITY,0.6875,Most Risk,Y,C,PNP 4 Yrs or More,5.00,0.48,0.38,0.40,0.60,24316.00,0.62,59654.50,0.21,0.63,0.37,23.00,28.00,21425.22,16706.00,3778.00,7168.00,10761.00,13916.00,16706.00,20625.00,25956.00,33327.00,43869.00,153572.00,9548779.42,789.00,6627501.37,6845544.29,7275109.81,8412221.47,8825018.09,0.31,0.28,0.24,0.12,0.08,0.23,0.27,0.31,0.33,0.38,721003.94,759122.97,617169.90,588362.40,378183.00,607543.89,755931.13,1039280.32,1666562.37,1798588.58,0.00,0.00,0.00,0.00,7349.00,0.03,0.04,0.04,0.06,0.07,549.00,0.20,0.31,891217.63,1184604.74
00152200,SOUTH FLORIDA STATE COLLEGE,0.625,More Risk,Y,C,Public 4 Yrs or More,5.00,0.55,0.49,0.73,0.27,25172.00,0.61,48233.00,0.00,0.65,0.35,22.00,30.00,8816.11,4286.50,1032.00,1742.00,2756.00,3500.00,4302.00,5764.00,8313.00,12455.00,24962.00,63313.00,341584.12,98.00,192664.21,212153.63,192417.85,228513.48,297071.18,0.44,0.35,0.44,0.33,0.13,0.15,0.29,0.17,0.22,0.33,56529.00,77106.00,33290.00,28114.00,26054.00,32782.00,19081.97,17225.48,27521.27,25714.00,1072.00,0.00,0.00,4472.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00,0.47,0.49,24173.90,32764.49
00152300,SAINT JOHNS RIVER STATE COLLEGE,0.25,Less Risk,Y,C,Public 4 Yrs or More,5.00,0.23,0.13,0.62,0.38,24765.00,0.57,57329.00,0.16,0.73,0.27,22.00,33.00,13560.19,9478.00,2117.00,3568.00,4837.00,7000.00,9597.00,12796.00,16622.00,22743.00,31539.00,88336.00,4431077.04,601.00,3954317.20,3975293.00,3553708.10,3808366.74,4070980.48,0.11,0.10,0.20,0.14,0.08,0.30,0.46,0.36,0.39,0.48,962567.53,936827.04,400421.42,328682.00,194448.00,416828.32,364500.07,421923.75,378395.03,419253.55,4585.00,4585.00,7955.00,7954.00,9744.00,0.02,0.03,0.00,0.00,0.02,330.00,0.00,0.15,779641.45,987416.13
00152600,SAINT LEO UNIVERSITY,0.5,Less Risk,Y,P,PNP 4 Yrs or More,5.00,0.51,0.41,0.88,0.12,37756.00,0.39,59706.00,0.23,0.61,0.39,23.00,35.00,29394.95,24015.00,5578.00,9835.00,14706.00,18711.00,24017.00,29620.00,36366.00,45244.00,57728.00,211889.00,55155670.36,3022.00,47513330.77,47965230.88,48584806.48,53652834.29,53832960.51,0.14,0.13,0.12,0.03,0.02,0.38,0.41,0.45,0.47,0.56,3965700.31,3274666.37,2957830.07,2221805.11,1303128.00,4404832.80,5199007.24,7358543.74,10472062.23,11017653.92,432828.10,300592.00,341338.00,109756.00,246315.00,0.08,0.09,0.09,0.09,0.09,1598.00,0.00,0.15,9687821.85,12071904.81
00152800,ST. PETERSBURG COLLEGE,0.625,More Risk,Y,C,Public 4 Yrs or More,5.00,0.36,0.23,0.77,0.23,21138.00,0.67,43914.00,0.30,0.78,0.22,22.00,31.00,22105.88,18077.00,4542.00,7462.00,10290.00,14289.00,18077.00,22890.00,28600.00,35625.00,46341.00,118034.00,34263016.60,2890.00,30945127.93,31461494.59,32010783.72,34155571.44,34279208.29,0.10,0.08,0.07,0.00,0.00,0.34,0.40,0.45,0.51,0.66,7123483.81,6956754.65,6297475.64,5564233.51,3315209.00,3320363.91,3554885.45,5034874.61,7348400.51,9003003.06,167982.98,162460.22,204667.80,89575.23,86156.00,0.06,0.08,0.09,0.09,0.10,1355.00,-0.02,0.10,6081818.35,7724387.49
00153100,STETSON UNIVERSITY,0.625,More Risk,Y,C,PNP 4 Yrs or More,5.00,0.66,0.45,0.75,0.25,9001.00,0.73,61764.00,0.21,0.33,0.67,23.00,26.00,80467.38,71840.50,11472.00,22278.00,34077.00,50566.00,71965.00,94468.00,119425.00,138470.00,159572.00,265294.00,45312821.98,1628.00,34799541.67,35588222.34,37250449.51,42870595.19,45140734.30,0.24,0.22,0.18,0.05,0.00,0.24,0.28,0.38,0.30,0.40,1581574.54,1411519.85,1250473.81,506770.00,300144.00,1228205.95,1410973.38,2099022.26,4602395.04,7180066.97,196245.00,14537.00,56591.00,47904.00,71846.00,0.07,0.10,0.13,0.16,0.22,970.00,0.11,0.25,7195371.76,8898537.34
00153300,TALLAHASSEE COMMUNITY COLLEGE,0.6875,Most Risk,Y,C,Public 2 - 3 Yrs,5.00,0.20,0.01,0.49,0.51,12942.00,0.85,33744.50,0.44,0.84,0.16,22.00,28.00,14919.35,9164.00,2136.00,2814.00,4452.00,6563.00,9175.00,12598.00,17288.00,24414.00,36710.00,158157.00,17431072.77,2757.00,14681601.16,14983048.43,15315520.07,17029368.88,17235367.99,0.16,0.14,0.12,0.02,0.01,0.31,0.33,0.38,0.44,0.61,3292929.14,3528920.13,3401337.71,3062608.00,2316319.00,1867128.35,2278816.55,2968222.73,4132532.59,4853208.31,58015.00,19479.00,92048.00,36500.00,35944.00,0.05,0.06,0.07,0.07,0.09,1427.00,0.00,0.17,2725511.39,3527319.27
00153400,EVEREST UNIVERSITY,0.5625,Moderate Risk,N,N,Proprietary 4 Yrs or More,5.00,0.28,0.20,0.87,0.13,14223.50,0.78,22394.00,0.62,0.89,0.11,22.00,31.00,17810.68,10881.00,2577.00,4888.00,7084.00,8091.00,10884.00,15450.00,21519.00,28441.00,40387.00,201376.00,60781814.43,5767.00,60340532.47,60804421.70,60406620.38,62526031.68,61524452.36,0.01,0.00,0.01,-0.03,-0.01,0.34,0.44,0.53,0.60,0.73,20015373.18,19681440.83,15921412.83,11261181.92,7532239.92,3839867.81,3842098.80,6405936.15,7706705.00,9328012.83,352529.04,482523.66,469914.35,245345.00,243344.00,0.05,0.06,0.07,0.10,0.09,1848.00,-0.08,0.00,13974388.70,17298452.13
00153500,UNIVERSITY OF FLORIDA,0.4375,Less Risk,Y,C,Public 4 Yrs or More,5.00,0.74,0.62,0.58,0.42,8533.00,0.77,58903.00,0.22,0.43,0.57,24.00,27.00,45133.41,30620.00,6153.00,11732.00,17201.00,22796.00,30649.00,40961.00,56215.00,74684.00,104235.00,341370.00,153026698.82,7495.00,112233892.25,119604843.85,126920162.45,130108296.14,136336931.62,0.27,0.22,0.17,0.15,0.11,0.14,0.18,0.30,0.17,0.14,4971871.75,5328814.25,4462471.93,3168535.30,2371527.77,6269836.80,7276570.19,9555561.55,11808779.03,13138398.70,274739.00,91706.40,99109.65,63848.00,203698.00,0.09,0.14,0.13,0.14,0.14,5412.00,0.15,0.27,14088622.98,19829095.07
00153600,UNIVERSITY OF MIAMI,0.625,More Risk,Y,C,PNP 4 Yrs or More,3.00,0.75,0.60,0.69,0.31,6511.00,0.79,70000.00,0.20,0.33,0.67,23.00,27.00,71065.33,57761.00,11191.00,18404.00,25099.00,39032.00,57815.00,75303.00,96115.00,122106.00,158550.00,294202.00,110151468.40,4234.00,79090021.83,82259346.84,87315312.97,99484261.64,103506277.55,0.28,0.25,0.21,0.10,0.06,0.20,0.23,0.29,0.29,0.28,2878167.26,2688979.69,1879820.21,1256101.71,796305.00,3854384.59,4709051.68,6762046.52,12282310.06,15160166.08,15592.00,118835.00,162788.00,89750.00,163024.00,0.05,0.07,0.08,0.10,0.12,3008.00,0.24,0.33,14439088.05,18209262.36
00153700,UNIVERSITY OF SOUTH FLORIDA,0.6875,Most Risk,Y,C,Public 4 Yrs or More,5.00,0.68,0.56,0.63,0.37,20610.00,0.65,56122.00,0.23,0.57,0.43,23.00,29.00,33661.13,23258.00,5150.00,9582.00,13988.00,18680.00,23259.00,29435.00,38625.00,50201.00,70541.00,339221.00,153036371.45,7485.00,113521947.05,116763193.75,123126864.12,143884215.32,147168703.46,0.26,0.23,0.20,0.06,0.04,0.25,0.29,0.33,0.36,0.44,13288365.16,13774807.44,12226917.01,9829339.85,6427285.60,9749636.99,10739945.68,15053966.53,22962275.10,26141646.98,629800.96,257660.99,248528.01,187613.00,190855.00,0.06,0.08,0.08,0.10,0.12,4965.00,0.14,0.28,18019021.48,23629829.79
00153800,UNIVERSITY OF TAMPA (THE),0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5.00,0.69,0.56,0.34,0.66,26364.00,0.55,73214.00,0.16,0.45,0.55,23.00,28.00,26015.75,20683.50,5311.00,10344.00,14141.00,17263.00,20690.00,25125.00,30914.00,38168.00,48982.00,211960.00,17098602.67,1148.00,11276266.04,12012629.37,12211332.21,14234083.65,15160970.92,0.34,0.30,0.29,0.17,0.11,0.18,0.26,0.21,0.23,0.28,1322202.18,1528320.87,719054.97,628779.15,544875.00,1113138.16,1244053.63,1185394.78,1408297.23,1103671.37,12738.00,6080.00,13895.00,11092.00,11625.00,0.02,0.02,0.01,0.02,0.03,900.00,0.33,0.37,1362080.39,1855908.48
00154000,WEBBER INTERNATIONAL UNIVERSITY,0.5,Less Risk,Y,C,PNP 4 Yrs or More,5.00,0.49,0.37,0.31,0.69,15962.00,0.70,50246.00,0.27,0.68,0.32,22.00,27.00,20698.01,15850.00,3563.00,7458.00,9114.00,12077.00,15850.00,19795.00,26115.00,32965.00,45320.00,80864.00,2928808.37,261.00,2535743.53,2612850.24,2662646.66,2773344.92,2823123.50,0.14,0.11,0.09,0.05,0.04,0.26,0.32,0.37,0.42,0.50,516116.47,523000.05,492717.28,262385.00,244393.00,291171.06,249425.00,372534.00,392268.00,502356.72,7846.00,0.00,1730.00,0.00,0.00,0.05,0.11,0.10,0.12,0.12,145.00,0.00,0.16,459216.48,589687.76
00154100,ABRAHAM BALDWIN AGRICULTURAL COLLEGE,0.5625,Moderate Risk,Y,C,Public 4 Yrs or More,5.00,0.28,0.20,0.40,0.60,16138.00,0.72,40445.00,0.41,0.81,0.19,21.00,31.00,12808.23,8058.00,2162.00,3390.00,4313.00,6512.00,8084.00,10611.00,14353.00,19919.00,30750.00,127921.00,5571507.00,793.00,4379795.33,4452250.15,4554716.81,5031499.52,5173396.47,0.21,0.20,0.18,0.10,0.07,0.29,0.32,0.35,0.40,0.51,870576.41,834876.96,797199.51,783929.00,613954.00,519181.15,631434.17,808747.06,999105.22,1304884.21,19112.00,8434.00,16789.00,11389.00,11256.00,0.04,0.05,0.06,0.06,0.08,480.00,0.05,0.22,723393.35,933827.44
00154200,AGNES SCOTT COLLEGE,0.625,More Risk,Y,C,PNP 4 Yrs or More,5.00,0.71,0.62,0.27,0.73,17260.00,0.65,44054.00,0.35,0.64,0.36,23.00,27.00,29301.37,24250.00,5518.00,14274.00,16810.00,19811.00,24382.00,29449.00,33362.00,40099.00,55749.00,165831.00,3367939.83,188.00,2156552.28,2301313.78,2413365.93,2957985.99,3022566.50,0.36,0.31,0.28,0.12,0.10,0.26,0.31,0.30,0.36,0.36,292969.00,194069.00,194207.00,149447.00,74452.00,279094.17,393610.91,720613.79,986675.04,958605.19,21242.00,0.00,0.00,0.00,0.00,0.06,0.07,0.09,0.11,0.16,129.00,0.33,0.34,284889.04,373124.01
00154300,DARTON STATE COLLEGE,0.5,Less Risk,Y,C,Public 4 Yrs or More,5.00,0.22,0.14,0.69,0.31,15920.50,0.76,30774.00,0.49,0.88,0.12,22.00,31.00,13789.10,8396.00,1750.00,3075.00,3957.00,6047.00,8467.00,11766.00,16197.00,22662.00,33614.00,136953.00,9213636.16,1295.00,7599144.53,7688470.69,7738504.82,8636310.23,8774629.95,0.18,0.16,0.16,0.06,0.05,0.37,0.40,0.42,0.48,0.59,1407987.19,1428559.58,1204246.73,1051987.00,751241.00,948276.94,1311219.14,1657941.70,2374693.96,2351441.22,24224.00,17136.00,11275.00,28260.00,5882.00,0.03,0.04,0.04,0.05,0.07,609.00,0.00,0.16,1428544.04,1811196.63
00154400,ALBANY STATE UNIVERSITY,0.1875,Less Risk,Y,P,Public 4 Yrs or More,2.00,0.50,0.44,0.59,0.41,11477.00,0.81,35116.00,0.45,0.79,0.21,23.00,29.00,29330.05,22159.00,5187.00,9244.00,13571.00,18049.00,22159.00,27836.00,36540.00,45704.00,57711.00,215360.00,14864993.64,969.00,15254976.30,15069580.09,14985523.82,14305789.20,13994483.83,-0.03,-0.01,-0.01,0.04,0.06,0.35,0.40,0.62,0.37,0.36,2415543.18,2629511.26,2143407.28,1737894.02,1176777.55,1816857.67,2218365.08,2341407.03,2486169.60,2407636.98,3.00,9984.00,37092.97,9565.23,31339.00,0.25,0.36,0.28,0.28,0.23,283.00,-0.06,-0.03,3225302.28,4145440.51
00154500,ANDREW COLLEGE,0.625,More Risk,Y,C,PNP 2 - 3 Yrs,5.00,0.26,0.11,0.21,0.79,0.00,1.00,40704.00,0.37,0.74,0.26,22.00,25.00,16149.85,11901.00,3700.00,4897.00,6711.00,8313.00,11552.00,14436.00,17639.00,25000.00,33798.00,75467.00,940720.00,130.00,775046.97,796408.22,814906.99,872571.59,874784.91,0.18,0.15,0.13,0.07,0.07,0.28,0.26,0.32,0.42,0.52,288050.39,266275.39,340251.00,313720.00,230950.00,100087.38,62771.25,107917.10,121364.00,131165.00,1327.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,80.00,0.02,0.17,119435.92,157431.30
00154600,ARMSTRONG STATE UNIVERSITY,0.625,More Risk,Y,C,Public 4 Yrs or More,5.00,0.54,0.42,0.69,0.31,22786.00,0.62,63778.00,0.20,0.67,0.33,23.00,30.00,23507.22,16998.50,3739.00,6536.00,9300.00,13390.00,17000.00,21374.00,27067.00,35641.00,49758.00,211047.00,17213558.64,1407.00,12728269.43,13195027.70,13724463.57,15766256.83,16178943.56,0.26,0.23,0.20,0.08,0.06,0.26,0.32,0.34,0.39,0.45,1676397.92,1778053.69,1561472.54,1036810.00,665416.74,1553381.93,2016537.49,2919585.84,3799829.35,4316319.36,112717.88,20949.00,43395.79,23757.00,19017.00,0.05,0.06,0.06,0.06,0.08,890.00,0.13,0.26,2092653.52,2712118.05
00154700,POINT UNIVERSITY,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5.00,0.34,0.24,0.35,0.65,13785.00,1.00,76237.00,0.15,0.58,0.42,23.00,28.00,18440.68,14555.00,2750.00,4896.00,8206.00,12009.00,14560.00,17524.00,22347.00,25912.00,36844.00,150165.00,1156104.03,113.00,906363.26,954927.76,987890.11,1040131.70,1057083.55,0.22,0.17,0.15,0.10,0.09,0.19,0.30,0.33,0.35,0.39,143789.13,173767.99,159361.49,115474.26,90297.86,117232.81,133704.00,131598.00,91157.00,165910.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00,0.12,0.25,156955.12,199166.41
00154900,ATLANTA COLLEGE OF ART,0.6875,Most Risk,N,N,PNP 4 Yrs or More,5.00,0.72,0.00,0.30,0.70,6463.50,1.00,55996.00,0.00,0.67,0.33,23.00,25.50,31311.13,29880.50,12702.00,16489.00,21049.00,25847.00,30423.00,37719.00,42125.00,45347.00,53715.00,77432.00,396959.58,46.00,233572.50,246469.67,259101.54,356074.37,372917.12,0.41,0.38,0.35,0.10,0.06,0.24,0.28,0.35,0.33,0.35,23509.00,26528.00,8903.00,16727.00,7615.00,0.00,7605.00,10646.00,7519.00,25459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.46,0.41,26309.05,37132.75
00155200,AUGUSTA STATE UNIVERSITY,0.5625,Moderate Risk,N,N,Public 4 Yrs or More,5.00,0.51,0.41,0.65,0.35,22920.50,0.62,48076.00,0.31,0.72,0.28,23.00,31.00,22781.53,16015.00,3378.00,5317.00,8229.00,11924.00,16028.00,21112.00,26918.00,36961.00,51097.00,166981.00,13773250.18,1187.00,11468664.82,11562585.62,11996491.43,13202172.50,13285478.05,0.17,0.16,0.13,0.04,0.04,0.32,0.36,0.37,0.43,0.52,1497970.47,1315042.14,1261751.75,1182428.00,628803.00,1150436.97,1349339.51,2126927.82,2830817.96,2630121.38,18908.85,52012.00,92263.47,64523.00,33796.00,0.05,0.07,0.07,0.06,0.07,655.00,0.03,0.17,2144458.68,2742181.64
00155400,BERRY COLLEGE,0.625,More Risk,Y,C,PNP 4 Yrs or More,5.00,0.66,0.56,0.20,0.80,10681.00,0.63,68874.00,0.20,0.52,0.48,23.00,26.00,18293.75,14864.00,2585.00,5037.00,9165.00,11967.00,15056.00,18453.00,22050.00,27635.00,40879.00,91098.00,3034667.66,297.00,1770688.30,1906575.65,2104854.29,2404840.64,2604188.14,0.42,0.37,0.31,0.21,0.14,0.10,0.11,0.13,0.15,0.19,176460.43,186153.15,189592.15,147903.00,131078.00,132434.00,225611.09,273204.50,517502.72,435565.07,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.08,0.06,256.00,0.43,0.44,157130.88,227321.99
00155500,THOMAS UNIVERSITY,0.4375,Less Risk,Y,C,PNP 4 Yrs or More,5.00,0.49,0.41,0.83,0.17,22804.50,0.64,45377.00,0.34,0.73,0.27,23.00,34.00,32451.34,24056.00,4750.00,8267.00,12564.00,17499.00,24056.00,29910.00,37865.00,48150.00,69468.00,199114.00,3503733.00,259.00,3230190.09,3274386.78,3285097.73,3395988.57,3433038.17,0.08,0.07,0.06,0.03,0.02,0.42,0.42,0.47,0.52,0.67,316752.77,415737.24,369372.00,236890.00,46334.00,273073.46,440018.57,518264.09,640177.00,778101.00,3729.00,0.00,0.00,0.00,4750.00,0.09,0.11,0.10,0.07,0.08,120.00,-0.01,0.12,730888.18,903744.94
00155600,BRENAU UNIVERSITY,0.5,Less Risk,Y,C,PNP 4 Yrs or More,5.00,0.63,0.53,0.78,0.22,37580.00,0.39,52941.00,0.30,0.53,0.47,23.00,35.00,30417.08,25592.50,6125.00,10683.00,15350.00,19769.00,25570.00,30738.00,38566.00,46482.00,59688.00,195765.00,12047941.54,660.00,9013107.32,9272911.08,9602701.80,10352215.56,10689574.27,0.25,0.23,0.20,0.14,0.11,0.26,0.28,0.35,0.37,0.39,1041496.39,1045991.43,702782.00,632264.00,361340.00,938297.22,1069969.68,1791522.96,1825131.15,2055340.09,76988.00,58870.00,24676.00,57793.00,0.00,0.04,0.07,0.09,0.10,0.13,429.00,0.10,0.23,1418072.79,1843731.39
00155700,BREWTON PARKER COLLEGE,0.5,Less Risk,Y,P,PNP 4 Yrs or More,5.00,0.40,0.29,0.63,0.37,21860.00,0.57,50228.00,0.32,0.76,0.24,22.00,32.00,26178.52,20896.00,3537.00,7735.00,11348.00,16129.00,21379.00,27254.00,35856.00,43546.00,51558.00,245455.00,6241343.96,384.00,4308966.28,4430141.06,4602793.25,4998784.43,5052064.38,0.31,0.29,0.26,0.20,0.19,0.27,0.35,0.39,0.40,0.41,871364.27,849340.32,666900.57,497148.44,342845.00,394156.97,414967.23,813922.06,1261703.72,1181618.24,12910.00,26975.32,21372.32,16506.71,54275.00,0.06,0.08,0.08,0.07,0.13,257.00,0.05,0.23,523906.37,696164.87
00155800,COLLEGE OF COASTAL GEORGIA,0.625,More Risk,Y,C,Public 4 Yrs or More,5.00,0.33,0.23,0.73,0.27,22183.00,0.61,53585.50,0.23,0.82,0.18,22.00,31.00,10284.53,5520.50,1459.00,2312.00,2755.00,3875.00,5522.00,8321.00,11165.00,16768.00,28203.00,81584.00,1162117.00,282.00,819226.46,842383.43,860765.96,977552.60,1026250.83,0.30,0.28,0.26,0.16,0.12,0.23,0.25,0.33,0.39,0.45,179970.84,158961.00,110805.00,125996.00,103352.00,110689.22,175117.45,199703.10,247454.76,265551.42,9555.33,0.00,8117.52,6920.00,0.00,0.05,0.06,0.06,0.10,0.10,174.00,0.12,0.32,128587.06,169612.90
00155900,CLARK ATLANTA UNIVERSITY,0.4375,Less Risk,Y,P,PNP 4 Yrs or More,2.00,0.49,0.37,0.44,0.56,11254.00,0.77,40183.00,0.37,0.70,0.30,23.00,27.00,44547.72,34280.50,8138.00,14537.00,20109.00,26169.00,34325.00,41938.00,51918.00,67573.00,96227.00,268199.00,31091764.95,1624.00,30215923.58,29924653.15,29533411.78,31274194.92,30966197.40,0.03,0.04,0.05,-0.01,0.00,0.47,0.51,0.56,0.59,0.70,4107059.45,3939508.72,3571290.02,2658941.28,1658226.95,3237042.10,3339229.35,4771691.27,5807046.74,6444217.91,20689.60,37594.00,46705.00,45872.00,42531.26,0.09,0.11,0.10,0.13,0.15,584.00,-0.05,0.03,6750377.97,8451313.20
00156000,COLUMBIA THEOLOGICAL SEMINARY,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5.00,1.00,1.00,0.00,0.00,8125.00,1.00,0.00,0.00,0.00,0.00,0.00,33.00,37919.00,25252.00,8067.00,10120.00,12433.00,23910.00,25252.00,31316.00,36767.00,54074.00,86011.00,168200.00,427333.00,21.00,258713.14,255294.14,268180.51,352379.00,364318.00,0.39,0.40,0.37,0.18,0.15,0.00,0.00,0.00,0.00,0.00,115210.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3991.00,3991.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.45,0.36,40458.64,48170.82
00156100,COLUMBUS STATE UNIVERSITY,0.1875,Less Risk,Y,C,Public 4 Yrs or More,5.00,0.48,0.40,0.58,0.42,19594.00,0.67,49696.50,0.30,0.67,0.33,23.00,30.00,26395.29,18085.50,3960.00,6897.00,10125.00,14056.00,18125.00,23194.00,30995.00,42936.00,57481.00,163025.00,22319646.07,1494.00,21271756.90,21322257.68,21509418.27,20575679.17,20145810.04,0.05,0.04,0.04,0.08,0.10,0.29,0.35,0.50,0.31,0.25,2159299.31,2330501.56,2704926.97,1962624.93,1460960.00,2283769.70,3117166.33,2741318.26,2397087.03,2234842.84,51733.00,49185.25,13817.00,16003.00,46904.00,0.19,0.27,0.25,0.22,0.19,691.00,-0.02,0.06,4001593.97,5223574.27
00156200,GEORGIA PERIMETER COLLEGE,0.5625,Moderate Risk,Y,C,Public 2 - 3 Yrs,5.00,0.25,0.09,0.62,0.38,21039.00,0.69,43646.50,0.34,0.81,0.19,22.00,30.00,15147.26,9983.00,2000.00,3500.00,4842.00,7012.00,9983.00,13332.00,18036.00,24938.00,36601.00,202403.00,16052142.65,2606.00,13591770.74,13715623.26,13976526.24,15311553.77,15368607.78,0.15,0.14,0.13,0.05,0.04,0.36,0.41,0.46,0.50,0.60,2273485.08,2213800.09,2004751.93,1830780.00,1156555.00,2672399.44,2649380.99,3545202.85,4875612.64,4910473.21,15019.00,18226.00,8735.00,11501.00,47644.00,0.07,0.08,0.07,0.08,0.09,1238.00,-0.01,0.16,2616150.32,3314232.48
