OPEID,School Name,Risk Factor,Borrowing Risk,ELIGIND,CERTCD,T & C,Ethnic Class,% Completions Any School,% Completions Same School,% Independent Borrower Count,% Dependent Borrower Count,Median Independent Student AGI,% Independent Borrowers with AGI < $30K,Median Dependent Parent AGI,% Dependent Borrowers with AGI < $30K,% Borrowers with a Pell Grant,% Borrowers without a Pell Grant,Median Age of Dependent Borrowers at Maturity,Median Age of Independent Borrowers at Maturity,Mean Balance,Median Balance,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,Overall Outstanding Principal Balance at Time Entering Repayment (FY 2009),Overall Borrower Count,Overall Outstanding Principal Balance 5 YR Cohort (FY 2014),Overall Outstanding Principal Balance 4 YR Cohort (FY 2013),Overall Outstanding Principal Balance 3 YR Cohort (FY 2012),Overall Outstanding Principal Balance 2 YR Cohort (FY 2011),Overall Outstanding Principal Balance 1 YR Cohort (FY 2010),Overall Repayment Rate 5 YR Cohort (FY 2014),Overall Repayment Rate 4 YR Cohort (FY 2013),Overall Repayment Rate 3 YR Cohort (FY 2012),Overall Repayment Rate 2 YR Cohort (FY 2011),Overall Repayment Rate 1 YR Cohort (FY 2010),% Increased Balance Borrowers 2013-2014,% Increased Balance Borrowers 2012-2013,% Increased Balance Borrowers 2011-2012,% Increased Balance Borrowers 2010-2011,% Increased Balance Borrowers 2009-2010,Defaulted Balance 2013-14,Defaulted Balance 2012-13,Defaulted Balance 2011-12,Defaulted Balance 2010-11,Defaulted Balance 2009-10,In School Military Balance 2013-14,In School Military Balance 2012-13,In School Military Balance 2011-12,In School Military Balance 2010-11,In School Military Balance 2009-10,Death Disability Balance 2013-14,Death Disability Balance 2012-13,Death Disability Balance 2011-12,Death Disability Balance 2010-11,Death Disability Balance 2009-10,% Deferment or Forbearance More than 2 Months 2013-2014,% Deferment or Forbearance More than 2 Months 2012-2013,% Deferment or Forbearance More than 2 Months 2011-2012,% Deferment or Forbearance More than 2 Months 2010-2011,% Deferment or Forbearance More than 2 Months 2009-2010,Overall Borrowers with More than $1 Paid 2013-2014,Overall Median Borrower's Volume Repayment % 2013-2014,Overall Mean Borrower's Volume Repayment % 2013-2014,Overall Dollars Under 14% 2013-2014,Overall Dollars Under 21% 2013-2014
191900,GARDEN CITY COMMUNITY COLLEGE,0.6875,More Risk,Y,C,Public 2 - 3 Yrs,5,0.31,0.21,0.37,0.63,20768,0.63,48477.5,0.3,0.8,0.2,22,29,8651.59,6140,1657,2553,3500,4576,6155,7788,10250,13042,19444,53320,1002106,242,779988.92,818626.51,869030.49,913878.81,961898.99,0.22,0.18,0.13,0.09,0.04,0.26,0.29,0.38,0.4,0.49,120596,179105.07,134090,103321,90687,93619.95,65838.46,114766.06,128190,184178,0,0,0,1320,0,0,0.05,0.05,0.05,0,147,0.06,0.23,146074.78,186475.18
192000,HESSTON COLLEGE,0.75,Most Risk,Y,C,PNP 4 Yrs or More,5,0.69,0.62,0.3,0.7,27100,0.53,56393,0.13,0.63,0.38,23,32,16648.55,14354,2882,5948,8906,11265,14420,18833,22320,25676,31548,66649,1635170,255,922971.2,1011655.98,1110695.3,1224016.03,1320015.55,0.44,0.38,0.32,0.25,0.19,0.1,0.12,0.15,0.16,0.17,108007.55,120266.04,101583,67599,46863,100707,139570,137734,192052,290563,3044,0,0,0,12719,0.09,0.13,0.09,0.08,0.07,218,0.48,0.48,106375.4,138675.92
192100,HIGHLAND COMMUNITY COLLEGE,0.3125,Less Risk,Y,P,Public 2 - 3 Yrs,5,0.19,0,0.41,0.59,18190.5,0.7,49195,0.26,0.77,0.23,22,28,13459.14,9277,1811,3725,5460,7256,9279,12245,17117,22223,29317,62052,2056433.89,517,1686694.16,1780084.19,1851389.26,1837903.06,1877697.78,0.18,0.13,0.1,0.11,0.09,0.19,0.25,0.41,0.31,0.24,393645.15,424026.06,330282.08,144452.15,106638,163633.29,231468.52,295367.93,289812.34,338997.16,18026,6802,6802,6799,6724,0.1,0.16,0.18,0.15,0.12,294,0.04,0.2,273138.77,364558.05
192300,HUTCHINSON COMMUNITY COLLEGE,0.25,Less Risk,Y,C,Public 2 - 3 Yrs,5,0.41,0.28,0.53,0.47,20702.5,0.64,53493,0.23,0.72,0.28,22,31,12783.3,8243.5,2264,3459,5110,6779,8241,11250,15443,20127,27427,135874,4130881.31,710,3505219.37,3627483.54,3736726.95,3638652.16,3768724.5,0.15,0.12,0.1,0.12,0.09,0.21,0.25,0.4,0.31,0.25,729610.74,732590.87,685326.01,312936.42,204143.42,294520.52,395118.44,451101.98,387347.15,317942.73,2521,8885,7538,7519,6372,0.13,0.19,0.19,0.17,0.16,417,0.03,0.17,563582.13,750123.47
192400,INDEPENDENCE COMMUNITY COLLEGE,0.8125,Most Risk,Y,C,Public 2 - 3 Yrs,5,0.32,0.12,0.45,0.55,12532.5,1,50575,0.25,0.81,0.19,22,29,13068.07,8029,1420,1930,3280,4371,7964,10706,17052,22545,31368,61184,321269,110,200429.95,211820.65,227835.81,271559.66,293882.83,0.38,0.34,0.29,0.15,0.09,0.18,0.28,0.34,0.41,0.52,47405.87,56042.87,40924.07,52759,32173,3962,13315,38956.16,87734.74,73577.87,0,2978,6583,0,0,0,0,0,0,0,76,0.28,0.4,29495.24,39849.83
192500,KANSAS CITY KANSAS COMMUNITY COLLEGE,0.3125,Less Risk,Y,C,Public 2 - 3 Yrs,5,0.28,0.16,0.75,0.25,18791,0.7,53282.5,0.25,0.79,0.21,22,31,17365.81,12791,2617,4111,6430,9840,12904,16125,21666,27428,39278,138686,5130541.75,645,4998041.63,5030804.52,5020271.88,5177817.35,5140838.76,0.03,0.02,0.02,-0.01,0,0.38,0.43,0.5,0.53,0.65,1122422.95,973267.94,819314.29,371550,332349,499195.15,492915.75,809621.37,1094134.59,1102135.75,4710,5808,0,9490,7818,0.04,0.06,0.06,0.06,0.07,283,-0.06,0.04,1135361.82,1402004.84
192600,PITTSBURG STATE UNIVERSITY,0.6875,More Risk,Y,C,Public 4 Yrs or More,5,0.57,0.5,0.47,0.53,17311,0.69,61524,0.19,0.65,0.35,23,28,18464.03,14781,2798,5370,8252,11668,14812,17851,21563,27221,35965,216694,17425956.7,1557,11928204.09,12712222,13582197.72,15223741.34,16008219.07,0.32,0.27,0.22,0.13,0.08,0.19,0.21,0.25,0.28,0.33,1202283.95,1313332.64,1158176.18,977588,578575,840105.71,1154407.38,1548882.48,1906291.48,2320525.54,61123,111272,139323.74,99970,90066,0.04,0.06,0.07,0.07,0.08,1171,0.26,0.34,1562124.58,2101847.97
192700,EMPORIA STATE UNIVERSITY,0.6875,More Risk,Y,C,Public 4 Yrs or More,5,0.53,0.4,0.53,0.47,21687,0.6,67092,0.15,0.56,0.44,23,29,25550.03,19301.5,4236,7879,11870,15662,19312,23683,29396,37405,53331,194272,21416383.11,1482,15783214.98,16503004.53,17397525.48,19285789.43,19902266.43,0.26,0.23,0.19,0.1,0.07,0.22,0.23,0.28,0.29,0.36,1491087.94,1579278.89,1198038.17,1091426.16,786641.21,1446088.84,1693172.77,2166596.14,3160601.78,3525526.68,55361,59263,102938.36,82147,73008,0.05,0.06,0.07,0.07,0.09,1072,0.18,0.28,2232651.36,2963171.5
192800,KANSAS STATE UNIVERSITY,0.75,Most Risk,Y,C,Public 4 Yrs or More,5,0.57,0.46,0.4,0.6,13476.5,0.73,68181,0.13,0.55,0.45,23,27,31308.31,22005,4639,8635,13237,17586,22016,26180,33038,43630,63912,289900,75335555.45,4673,49706285.35,52981203.04,55807322.35,63836530.88,67977630.98,0.34,0.3,0.26,0.15,0.1,0.17,0.17,0.24,0.21,0.25,2795523.55,2861640.31,2538983.53,1791895.31,1123007.65,4077481.45,5384988.2,6359646.94,8614894.74,10904321.38,49543,52077.69,105671,43849,126579,0.05,0.07,0.07,0.08,0.08,3618,0.33,0.38,6305008.77,8520641.25
192900,KANSAS WESLEYAN UNIVERSITY,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5,0.46,0.32,0.33,0.67,15692,0.74,52946,0.22,0.68,0.32,23,27,23772.84,21142.5,7500,10971,14943,17982,21408,24876,29360,34818,41688,163555,3924250.09,374,3083220.37,3178229.79,3383121.33,3480309.15,3598811.4,0.21,0.19,0.14,0.11,0.08,0.16,0.2,0.28,0.21,0.2,395765.65,441282.47,453823.55,313645.2,329024.25,148366.46,233735.08,384283,306669.65,335927.62,0,30411,22543,0,5688,0.12,0.13,0.15,0.13,0.1,255,0.11,0.23,396628.83,550327.21
193000,LABETTE COMMUNITY COLLEGE,0.75,Most Risk,Y,C,Public 2 - 3 Yrs,5,0.48,0.38,0.65,0.35,20907,0.64,49914,0.29,0.8,0.2,22,30,9436.94,7064,2349,3500,4500,6071,7125,8624,10803,12983,17155,85721,946825,206,665346.09,717642.36,771413.29,828926.24,895713.84,0.3,0.24,0.19,0.12,0.05,0.23,0.25,0.29,0.32,0.5,161710.63,158392.44,155582.98,130945,104752,67464.39,78919.11,119901.73,127578,138508,7346,0,3321,3084,4524,0,0,0,0,0,139,0.19,0.31,101324.17,134436.51
193100,MANHATTAN CHRISTIAN COLLEGE,0.75,Most Risk,Y,C,PNP 4 Yrs or More,5,0.36,0.29,0.38,0.62,27091,0.57,63846,0.18,0.67,0.33,22,29,18979.32,17625,3500,7081,9799,14881,17750,22451,24430,27693,36744,57692,1657541.87,135,1067241.4,1157958.68,1228199.63,1538336.15,1578105.31,0.36,0.3,0.26,0.07,0.05,0.18,0.18,0.21,0.22,0.31,86163.84,75867,81992,53218,26851,160454.05,142897.05,173041.05,437359,302662,4732.95,0,0,0,0,0,0,0,0,0,98,0.42,0.4,146358.71,194255.5
193300,MCPHERSON COLLEGE,0.6875,More Risk,Y,C,PNP 4 Yrs or More,5,0.53,0.46,0.32,0.68,8868,0.77,60000,0.18,0.65,0.35,23,27,20849.49,19382,3916,8158,13369,16862,19808,23170,26282,32916,38747,59334,2484138.46,197,1579804.14,1669384.15,1750790.99,1911560.05,2191942.96,0.36,0.33,0.3,0.23,0.12,0.2,0.22,0.2,0.2,0.3,272101.13,235506.53,205675.89,139528,70768,128049.04,94542.09,207774.73,196009.62,222283.71,0,995,0,0,8182,0,0,0,0,0,144,0.34,0.37,182450.99,251160.57
193600,NEOSHO COUNTY COMMUNITY COLLEGE,0.5,Moderate Risk,Y,C,Public 2 - 3 Yrs,5,0.37,0.28,0.59,0.41,17320.5,0.65,48527,0.34,0.77,0.23,21,30,13162.91,9612,1812,3111,5525,7125,10070,13100,16582,21823,29110,121287,1772956.64,276,1575827.64,1589548.66,1632370.23,1679603.78,1698812.6,0.11,0.1,0.08,0.05,0.04,0.25,0.26,0.39,0.42,0.53,246390.77,292857.77,248447,165211,145679,129324.4,272324.5,260145,276670.45,263935.49,0,0,0,0,13787,0.05,0.05,0.07,0.07,0.06,152,0,0.15,305321.32,390076.84
193700,OTTAWA UNIVERSITY,0.6875,More Risk,Y,C,PNP 4 Yrs or More,5,0.23,0.03,0.85,0.15,40229,0.35,62815,0.18,0.51,0.49,23,36,33918.97,26000,6462,12131,17040,21450,26083,32033,38484,46537,66526,237075,20570048.68,1136,16858060.73,17136316.71,17516402.76,19614964.47,19879553.47,0.18,0.17,0.15,0.05,0.03,0.32,0.35,0.4,0.43,0.5,1768226.63,1670768.96,1505279.61,1227650.63,609749,882993.08,973879.76,2041959.19,2551788.22,2552853,72770.17,43151,95082.03,83542.03,88230.36,0.04,0.06,0.06,0.07,0.07,645,0.03,0.19,3045559.11,3902742.75
193800,PRATT COMMUNITY COLLEGE,0.75,Most Risk,Y,C,Public 2 - 3 Yrs,5,0.47,0.37,0.41,0.59,25371,0.54,56354,0.26,0.65,0.35,22,30,9627.42,7027.5,1826,3138,4094,5744,7252,9203,11597,15071,23064,45634,1083585.02,244,722320.75,783246.16,846364.63,918468.41,984310.82,0.33,0.28,0.22,0.15,0.09,0.16,0.2,0.23,0.29,0.39,125440.52,127979.26,120537.26,114790.12,71334.12,49909.89,38993.96,77365.67,93065.6,153741,0,0,0,0,2254,0,0.06,0,0,0,180,0.32,0.37,96855.67,127436.7
193900,NEWMAN UNIVERSITY,0.6875,More Risk,Y,C,PNP 4 Yrs or More,5,0.71,0.57,0.72,0.28,35693.5,0.43,66346,0.11,0.58,0.42,23,31,32555.76,25830,6633,12014,17015,21089,25915,32874,39941,51315,69368,188922,10008452.41,557,7375825.84,7724052.62,8226541.32,9282195.58,9564048.61,0.26,0.23,0.18,0.07,0.04,0.23,0.26,0.28,0.32,0.38,852383.27,867462.7,744629.85,632014,356308,292370.61,375678.78,584569.3,1140981.15,1189310.34,52426,7882,55255,44324,3005,0.04,0.04,0.05,0.05,0.06,385,0.19,0.29,1101583.28,1437681.5
194000,SOUTHWESTERN COLLEGE,0.625,More Risk,Y,P,PNP 4 Yrs or More,5,0.64,0.55,0.7,0.3,38480,0.41,60092.5,0.22,0.56,0.44,23,33,30176.65,25466,8774,12920,17932,21611,25700,30916,37456,45365,56954,156020,8479149.13,505,6809638.92,7064921.58,7239464.53,7520764.7,7814710.1,0.2,0.17,0.15,0.11,0.08,0.26,0.28,0.36,0.3,0.37,592540.62,614725.98,445767.64,537817.85,449084.85,561470.47,450379.15,755956.16,758891.91,650640,1754,496,496,0,21000,0.05,0.07,0.09,0.08,0.08,334,0.12,0.22,982650.43,1320569.1
194300,UNIVERSITY OF SAINT MARY,0.6875,More Risk,Y,C,PNP 4 Yrs or More,5,0.63,0.56,0.59,0.41,37434.5,0.41,71601,0.18,0.48,0.52,23,33,25015.26,19972,5302,9430,11703,16093,20083,23151,27319,38188,49151,160295,3438855,252,2454860.47,2660706.58,2735055.42,3017740.38,3191397.53,0.29,0.23,0.2,0.12,0.07,0.24,0.26,0.29,0.29,0.35,126436.24,133494.24,155808,144272,65726,249436.34,332203.02,371557.98,605878.17,404163.17,52948,12251,1974,33102,28271,0.05,0.08,0.06,0.05,0.08,178,0.23,0.31,412255.53,515518.01
194500,STERLING COLLEGE,0.6875,More Risk,Y,P,PNP 4 Yrs or More,5,0.46,0.38,0.28,0.72,10433,1,55441,0.3,0.72,0.28,23,25,19158.1,15716.5,2799,6612,8967,12865,15860,19298,22082,27718,39747,215340,1961178.95,154,1259476.39,1345081.02,1448347.88,1602199.72,1716679.42,0.36,0.31,0.26,0.18,0.12,0.19,0.22,0.25,0.2,0.3,238030.33,202003.93,130349.39,90958,90481,23463,91980.31,246929.03,371646.54,369181.19,0,0,0,0,0,0,0,0,0,0,110,0.36,0.4,152753.76,206124.75
194600,TABOR COLLEGE,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5,0.49,0.39,0.31,0.69,27941,0.52,54988.5,0.23,0.72,0.28,23,30,21391.5,19250,5184,9750,12863,16329,19504,22906,27375,31472,40801,124910,2061087.05,226,1369371.34,1434960.49,1539614.57,1694334.79,1781989.07,0.34,0.3,0.25,0.18,0.14,0.18,0.17,0.19,0.19,0.25,151616.94,164807.94,139174.07,114718,62954,120849.67,132265.01,158449.73,256629.36,269239,0,0,0,0,6125,0.05,0.06,0,0.06,0.07,153,0.17,0.27,208464.59,271897.15
194800,UNIVERSITY OF KANSAS,0.5625,Moderate Risk,Y,C,Public 4 Yrs or More,5,0.68,0.56,0.52,0.48,11348,0.75,74000,0.15,0.42,0.58,23,28,39376.98,25426.5,5158,10465,15215,19844,25405,34025,44756,59085,86376,277373,91602232.76,4771,68685436.85,71601401.05,76499869.35,79738556.44,83206795.29,0.25,0.22,0.16,0.13,0.09,0.16,0.19,0.3,0.2,0.18,5018104.69,5404604.51,4251011.89,2599002.68,2028772.21,3602458.38,5117420.61,6109653.42,7595135.04,7075732.8,122033.25,301691.07,136021,277987,191594,0.08,0.12,0.13,0.14,0.12,3497,0.15,0.27,10456330.75,13874862.82
194900,WASHBURN UNIVERSITY - TOPEKA,0.5,Moderate Risk,Y,C,Public 4 Yrs or More,5,0.52,0.38,0.64,0.36,17999,0.7,63692,0.2,0.6,0.4,23,29,37786.32,25742.5,4793,9372,14355,19775,25859,34296,46387,58815,87183,277937,36522434.76,2145,31661780.54,32391940.95,33036606.53,34284454.82,34852840.43,0.13,0.11,0.1,0.06,0.05,0.27,0.29,0.41,0.35,0.4,2990954.24,3089887.58,2352799.12,1958738.39,1092802,1740089.44,2226100.62,2844099.74,4277832.41,5225343.99,131437.79,78167.4,160229.04,109613.77,79192,0.08,0.11,0.12,0.12,0.12,1204,0.05,0.17,5776982.88,7431297.19
195000,WICHITA STATE UNIVERSITY,0.625,More Risk,Y,C,Public 4 Yrs or More,5,0.54,0.43,0.64,0.36,21859,0.62,66988,0.14,0.61,0.39,23,29,28178.52,21354,4573,8453,12303,16315,21376,26822,35276,44431,59214,248418,43584968.14,2686,33503707.43,34431547,35771499.42,39058379.23,40613403.55,0.23,0.21,0.18,0.1,0.07,0.28,0.28,0.34,0.35,0.39,2772860.15,2338813.25,1840497.68,1495380.35,1048992.7,3193343.19,4139925.45,5645635.18,7220037.63,7056855.29,109276.4,123541.2,307331.62,175607,451124,0.06,0.08,0.08,0.08,0.11,1779,0.13,0.25,5427758.09,7076892.12
195100,ALICE LLOYD COLLEGE,0.6875,More Risk,Y,C,PNP 4 Yrs or More,5,0.49,0.48,0.2,0.8,12550,1,67575,0,0.69,0.31,23,26,10517.57,7886,2451,3515,4500,6404,8087,10047,12752,16908,24222,38121,477220.83,65,335692.55,357556.12,372871.92,420902.49,453894.95,0.3,0.25,0.22,0.12,0.05,0.23,0.29,0.37,0.34,0.45,51968,51596,22985,10101,10563,32312.24,38100.17,63899.7,77360,106071,10927,0,24026,0,0,0,0,0,0,0,44,0.23,0.32,57645.99,72806.15
195200,ASBURY UNIVERSITY,0.625,More Risk,Y,C,PNP 4 Yrs or More,5,0.57,0.45,0.33,0.67,22027.5,0.62,68416,0.14,0.52,0.48,23,29.5,22042.22,18250,3890,8365,13687,16321,18250,20536,23421,31661,40174,216378,4591824,329,2665962.47,2873129.11,3140447.01,3587888.53,3856075.11,0.42,0.37,0.32,0.22,0.16,0.15,0.15,0.17,0.19,0.14,412965.45,431216.63,300928.33,272550,83952,143156.4,255831.85,385295.4,500299.11,723857.62,46134.65,0,0,0,666,0.03,0.04,0.06,0.07,0.08,271,0.44,0.45,284408.3,382288.71
195300,ASBURY THEOLOGICAL SEMINARY,0.75,Most Risk,Y,C,PNP 4 Yrs or More,5,0.77,0.49,0,0,17741,0.65,125419.5,0,0.22,0.78,25,31,46728.55,39740,12546,19833,26067,33625,40239,47690,59212,69016,90473,195257,7744134.65,286,5531730.24,5661991.3,5889613.35,6868596.04,7170694.66,0.29,0.27,0.24,0.11,0.07,0.22,0.22,0.28,0.26,0.24,286686,201973,300261,328032,347380,503498.47,432880.22,560352.45,861290.44,1168542.81,5125,0,64679.4,23055,22880,0.05,0.09,0.09,0.13,0.14,222,0.18,0.3,696170.4,968368.14
195400,BELLARMINE UNIVERSITY,0.75,Most Risk,Y,C,PNP 4 Yrs or More,5,0.72,0.61,0.64,0.36,23835,0.56,64376,0.16,0.38,0.62,23,28,33198.81,25622.5,6399,12542,16656,20329,25698,33759,42552,51199,69591,129595,13537731.79,698,8281481.29,8845383.2,9814811.21,10965717.4,11824202.5,0.39,0.35,0.28,0.19,0.13,0.15,0.17,0.22,0.2,0.25,577374.32,521636.95,402764.34,275176,196071,778926.57,856431.87,1203238.81,1202914.92,1433173.66,24923,8826,1380,0,0,0.03,0.06,0.07,0.08,0.1,568,0.4,0.41,849455.19,1179285.99
195500,BEREA COLLEGE,0.625,More Risk,Y,C,PNP 4 Yrs or More,5,0.69,0.67,0.34,0.66,4234,1,44963,0.23,0,0,23,25,12930.89,10083.5,1179,3038,4745,8004,10194,12506,14568,18208,26364,196768,2291131,254,1452495.61,1529415.36,1603112,1887440.42,2032265.27,0.37,0.33,0.3,0.18,0.11,0.19,0.23,0.24,0.22,0.28,184273.95,215811.7,157588.5,49803,40402,216249.65,195573.52,372193.85,560112.13,612813,12149.27,0,0,0,0,0.08,0.09,0.09,0.1,0.14,200,0.35,0.38,175388.13,236597.4
195800,BRESCIA UNIVERSITY,0.5625,Moderate Risk,Y,P,PNP 4 Yrs or More,5,0.39,0.3,0.54,0.46,17852,0.65,64931,0.17,0.6,0.4,23,29,20497.64,16544,2720,5250,10072,13291,16670,21052,26106,33946,43748,70635,1580783,147,1209667.08,1258170.38,1319010.08,1420513.31,1484420.72,0.24,0.21,0.17,0.1,0.06,0.22,0.26,0.27,0.27,0.35,314213.66,295543.53,214681.53,219108.53,190712,50924.46,110702,235607.24,405826,247314,0,5441,5214,0,0,0,0,0,0,0.08,105,0.13,0.26,181001.92,242410.47
195900,CAMPBELLSVILLE UNIVERSITY,0.625,More Risk,Y,C,PNP 4 Yrs or More,5,0.28,0.15,0.57,0.43,27559,0.52,54486,0.28,0.61,0.39,23,31,25554.81,21294,5285,9047,13635,16991,21308,25140,31281,38300,49740,151978,9908751.84,617,7304693.58,7469531.72,8006288.82,8689366.07,9186074.37,0.26,0.24,0.19,0.12,0.07,0.27,0.26,0.33,0.33,0.4,845652.3,900552.87,765901.15,490883,358985,427381.13,641900.88,1175036.2,1538584.72,1764809.32,23714,32781.63,109564,63893,23553,0.06,0.09,0.12,0.13,0.15,409,0.2,0.25,1152637.82,1484363.34
196000,SPALDING UNIVERSITY,0.625,More Risk,Y,C,PNP 4 Yrs or More,5,0.51,0.35,0.86,0.14,26603,0.55,59151,0.23,0.47,0.53,23,32,48442.67,41019,11247,18244,25843,32421,41019,48887,56616,73769,97155,287880,18771921.35,650,14008983.12,14350383.7,14775975.74,17713564.11,18147017.66,0.25,0.23,0.21,0.06,0.03,0.34,0.35,0.41,0.39,0.51,1229182.27,1074735.6,907857.1,381240.09,263223.09,888414.59,1267046.28,2066263.27,3295668.35,3918907.08,7503,141375,158990,161508,141326,0.08,0.11,0.09,0.12,0.15,369,0.12,0.26,2515541.14,3214833.56
196100,CENTRE COLLEGE OF KENTUCKY,0.75,Most Risk,Y,C,PNP 4 Yrs or More,5,0.83,0.73,0.16,0.84,3241.5,1,71418.5,0.13,0.46,0.54,23,24,28289.03,19996,7036,11610,15012,17755,19996,25870,31640,38146,52573,204918,2407631.17,161,1446629.07,1564913.91,1668614.66,1915282.38,2046044.14,0.4,0.35,0.31,0.2,0.15,0.12,0.16,0.15,0.1,0.17,58211.95,35567,38653,14224,11024,268173.05,371893.62,530357.03,599058.02,451774.94,0,0,0,0,0,0,0,0,0,0.09,134,0.39,0.43,114370.88,166919.6
196200,UNIVERSITY OF THE CUMBERLANDS,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5,0.53,0.4,0.48,0.52,28622.5,0.52,50030,0.32,0.66,0.34,23,29,21166.18,17016,3373,5806,9513,12724,17016,21132,25904,30983,42138,177032,6580863.27,599,4606922.75,4817681.66,5244788.5,5812166.02,5984312.56,0.3,0.26,0.2,0.12,0.09,0.22,0.23,0.29,0.29,0.33,842750.32,902140.6,774680,567722,346067,378167.58,577695.2,871963.91,1513396.29,1450018.62,15545,61364,2283,2283,9636,0.05,0.08,0.08,0.09,0.1,418,0.19,0.32,654785.22,878529.84
196300,EASTERN KENTUCKY UNIVERSITY,0.5,Moderate Risk,Y,C,Public 4 Yrs or More,5,0.53,0.45,0.56,0.44,17242,0.67,56205,0.26,0.66,0.34,23,29,22526.53,18425,3470,6799,10315,14263,18410,23193,28483,35910,46679,183233,50323153.91,3470,38793909.45,39677902.97,41691188.47,44563841.82,46132546.66,0.23,0.21,0.17,0.11,0.08,0.26,0.29,0.35,0.34,0.4,5491367.9,4971119.23,4114994.27,3420824.38,2133289,3899064.32,5102336.46,7333680.7,9490527.92,9686031.29,206663.98,276333.3,266355.96,239163,96106,0.05,0.07,0.07,0.08,0.11,2232,0.13,0.24,5928951.39,7824747.89
196400,GEORGETOWN COLLEGE,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5,0.63,0.49,0.5,0.5,30548,0.48,75449,0.12,0.37,0.63,23,31,26546.93,19660.5,4109,8165,13627,17179,19728,23968,31514,40201,56218,242185,7044633.42,462,4589456.6,4833169.87,5184320.38,5648222.22,6183677.13,0.35,0.31,0.26,0.2,0.12,0.17,0.18,0.22,0.19,0.21,407478.84,484680.62,215390.31,192309.75,110683,511358.37,742066.6,896007.67,1369882.08,1265566.41,7070,0,0,0,8073,0,0.03,0.04,0.05,0.08,370,0.35,0.39,531416.21,738381.59
196500,KENTUCKY CHRISTIAN UNIVERSITY,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5,0.45,0.35,0.27,0.73,13327,0.77,53364,0.2,0.72,0.28,23,27,18701.06,15035,2796,4911,8065,11243,15448,18953,24497,30349,37200,146760,2629941.46,217,1908297.61,1946027.62,2051957.18,2327547.74,2396792.1,0.27,0.26,0.22,0.11,0.09,0.25,0.25,0.28,0.28,0.35,292990.5,229890.96,275655.78,225819.78,103452,196711.12,182268.89,270928.81,397508.35,434333.43,5324,1399,0,0,1411,0.06,0.1,0.1,0.1,0.12,148,0.15,0.28,247606.63,344419.19
196800,KENTUCKY STATE UNIVERSITY,0.1875,Less Risk,Y,C,Public 4 Yrs or More,2,0.31,0.26,0.48,0.52,13343.5,0.74,30140.5,0.5,0.84,0.16,21,28,24406.31,18831,4263,7498,10787,14709,18831,24024,31625,40500,52402,136391,10023354.41,781,10000785.7,9935341.59,9982531.62,9739306.26,9487927.77,0,0.01,0,0.03,0.05,0.33,0.35,0.54,0.42,0.38,2066037.42,2433681.75,2501738.95,1671077.75,1005757,1136414.83,1193121,1513238.71,1321084.77,1486517.54,9573,11780,11780,11707,16245,0.18,0.24,0.24,0.23,0.26,257,-0.04,0.01,1978460.42,2587335.41
196900,KENTUCKY WESLEYAN COLLEGE,0.6875,More Risk,Y,P,PNP 4 Yrs or More,5,0.45,0.34,0.25,0.75,8763.5,1,50064.5,0.28,0.69,0.31,23,25,16845.92,13152,3211,4955,6780,9584,13318,17527,21371,25938,32958,169486,2398652,237,1791654.77,1884585.08,1999261.79,2087165.99,2179350.37,0.25,0.21,0.17,0.13,0.09,0.17,0.21,0.27,0.29,0.39,342866.49,408442.9,422081.52,363635,197549,221986,211385.2,255603.76,467103.32,389382,0,5827,0,0,0,0,0,0,0,0.08,161,0.2,0.27,270079.13,351590.15
197200,LINDSEY WILSON COLLEGE,0.375,Less Risk,Y,C,PNP 4 Yrs or More,5,0.48,0.37,0.59,0.41,18527,0.7,38038,0.41,0.78,0.22,22,31,24992.28,18026.5,3500,6184,10084,13719,18222,23163,29548,43405,58445,181499,12350453.42,684,10715964.69,10758615.28,11091697.56,11409470.7,11663679.24,0.13,0.12,0.1,0.08,0.06,0.32,0.37,0.45,0.44,0.47,2107703.76,2123768.49,1812711.41,975714.17,517556,541160.85,931739.74,1337098.01,1568968.88,1787564.77,77058,177130.1,243373.06,121768,103744,0.06,0.1,0.12,0.14,0.17,385,0,0.18,2041894.38,2618176.4
197400,LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,0.375,Less Risk,Y,C,PNP 4 Yrs or More,5,1,1,0,0,12000,1,0,0,0,0,0,31,40593.9,36738,2653,13994,18988,27979,36696,40032,50567,67052,77680,113148,357057.92,30,255840.96,256470.75,265469.15,268831.08,288644.8,0.28,0.28,0.26,0.25,0.19,0,0,0,0,0,6945,15806,15763,0,0,0,4783,0,23547,13359,0,0,0,0,0,0,0,0,0,0,1,0.33,0.31,36178.45,47385.08
